| lane/fixture                 | verdict    | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-mi325x-gfx942 |
| rf-clf/denormal_ftz          | batch  | IDENTICAL x3 | 17a68f8a24c2f719 | 17a68f8a24c2f719 | 17a68f8a24c2f719 |
| rf-clf/denormal_ftz          | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-clf/denormal_ftz          | batchscale | IDENTICAL x3 | 741dcafa5493ade1 | 741dcafa5493ade1 | 741dcafa5493ade1 |
| rf-clf/denormal_ftz          | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-clf/dupes                 | infer  | IDENTICAL x3 | f7836c254af7cb78 | f7836c254af7cb78 | f7836c254af7cb78 |
| rf-clf/dupes                 | model  | IDENTICAL x3 | a481d93b96bec8af | a481d93b96bec8af | a481d93b96bec8af |
| rf-clf/dupes                 | batch  | IDENTICAL x3 | d1b8ea15b798b331 | d1b8ea15b798b331 | d1b8ea15b798b331 |
| rf-clf/dupes                 | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-clf/dupes                 | batchscale | IDENTICAL x3 | 24da77ac84484fda | 24da77ac84484fda | 24da77ac84484fda |
| rf-clf/dupes                 | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-clf/hashed                | infer  | IDENTICAL x3 | 95452dea53316b5c | 95452dea53316b5c | 95452dea53316b5c |
| rf-clf/hashed                | model  | IDENTICAL x3 | 4acba627d01b9da9 | 4acba627d01b9da9 | 4acba627d01b9da9 |
| rf-clf/hashed                | batch  | IDENTICAL x3 | 3ccd0f87fbbd7234 | 3ccd0f87fbbd7234 | 3ccd0f87fbbd7234 |
| rf-clf/hashed                | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-clf/hashed                | batchscale | IDENTICAL x3 | 5ce6b9484087c057 | 5ce6b9484087c057 | 5ce6b9484087c057 |
| rf-clf/hashed                | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-clf/negative              | infer  | IDENTICAL x3 | a8494465884e646a | a8494465884e646a | a8494465884e646a |
| rf-clf/negative              | model  | IDENTICAL x3 | 58fcd13c13e9de79 | 58fcd13c13e9de79 | 58fcd13c13e9de79 |
| rf-clf/negative              | batch  | IDENTICAL x3 | 9913471eb5cc333d | 9913471eb5cc333d | 9913471eb5cc333d |
| rf-clf/negative              | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-clf/negative              | batchscale | IDENTICAL x3 | e1de794bece26fa3 | e1de794bece26fa3 | e1de794bece26fa3 |
| rf-clf/negative              | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-clf/odd                   | infer  | IDENTICAL x3 | e067dff805be210f | e067dff805be210f | e067dff805be210f |
| rf-clf/odd                   | model  | IDENTICAL x3 | 2b4df5c88d1f8be8 | 2b4df5c88d1f8be8 | 2b4df5c88d1f8be8 |
| rf-clf/odd                   | batch  | IDENTICAL x3 | 5c8ef9b45146ae46 | 5c8ef9b45146ae46 | 5c8ef9b45146ae46 |
| rf-clf/odd                   | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-clf/odd                   | batchscale | IDENTICAL x3 | 11465cd6a4e4d234 | 11465cd6a4e4d234 | 11465cd6a4e4d234 |
| rf-clf/odd                   | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-clf/ties                  | infer  | IDENTICAL x3 | 122d0397afe9bc84 | 122d0397afe9bc84 | 122d0397afe9bc84 |
| rf-clf/ties                  | model  | IDENTICAL x3 | 2d8da1cf56084257 | 2d8da1cf56084257 | 2d8da1cf56084257 |
| rf-clf/ties                  | batch  | IDENTICAL x3 | 7c24de838b13708e | 7c24de838b13708e | 7c24de838b13708e |
| rf-clf/ties                  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-clf/ties                  | batchscale | IDENTICAL x3 | 6230d0104f641b32 | 6230d0104f641b32 | 6230d0104f641b32 |
| rf-clf/ties                  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-clf/wide                  | infer  | IDENTICAL x3 | 576ce8ec7833b38d | 576ce8ec7833b38d | 576ce8ec7833b38d |
| rf-clf/wide                  | model  | IDENTICAL x3 | 76cb8029f7d6dc47 | 76cb8029f7d6dc47 | 76cb8029f7d6dc47 |
| rf-clf/wide                  | batch  | IDENTICAL x3 | 5b5a82bfefc3405e | 5b5a82bfefc3405e | 5b5a82bfefc3405e |
| rf-clf/wide                  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-clf/wide                  | batchscale | IDENTICAL x3 | 1420cef75b85dd78 | 1420cef75b85dd78 | 1420cef75b85dd78 |
| rf-clf/wide                  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-reg/base                  | infer  | IDENTICAL x3 | 16465c479f279614 | 16465c479f279614 | 16465c479f279614 |
| rf-reg/base                  | model  | IDENTICAL x3 | ee1ec176625ae198 | ee1ec176625ae198 | ee1ec176625ae198 |
| rf-reg/base                  | batch  | IDENTICAL x3 | f01eff208024fbd2 | f01eff208024fbd2 | f01eff208024fbd2 |
| rf-reg/base                  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-reg/base                  | batchscale | IDENTICAL x3 | ad8c4905a151e05b | ad8c4905a151e05b | ad8c4905a151e05b |
| rf-reg/base                  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-reg/denormal              | infer  | IDENTICAL x3 | f2dbdf86d13054aa | f2dbdf86d13054aa | f2dbdf86d13054aa |
| rf-reg/denormal              | model  | IDENTICAL x3 | 477f1583967a6e80 | 477f1583967a6e80 | 477f1583967a6e80 |
| rf-reg/denormal              | batch  | IDENTICAL x3 | 348b6075bf065c1e | 348b6075bf065c1e | 348b6075bf065c1e |
| rf-reg/denormal              | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-reg/denormal              | batchscale | IDENTICAL x3 | 2fd591d9d252276d | 2fd591d9d252276d | 2fd591d9d252276d |
| rf-reg/denormal              | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-reg/denormal_ftz          | infer  | IDENTICAL x3 | f2dbdf86d13054aa | f2dbdf86d13054aa | f2dbdf86d13054aa |
| rf-reg/denormal_ftz          | model  | IDENTICAL x3 | 477f1583967a6e80 | 477f1583967a6e80 | 477f1583967a6e80 |
| rf-reg/denormal_ftz          | batch  | IDENTICAL x3 | 348b6075bf065c1e | 348b6075bf065c1e | 348b6075bf065c1e |
| rf-reg/denormal_ftz          | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-reg/denormal_ftz          | batchscale | IDENTICAL x3 | 2fd591d9d252276d | 2fd591d9d252276d | 2fd591d9d252276d |
| rf-reg/denormal_ftz          | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-reg/dupes                 | infer  | IDENTICAL x3 | 76d74b876471a685 | 76d74b876471a685 | 76d74b876471a685 |
| rf-reg/dupes                 | model  | IDENTICAL x3 | 1836f0b40183be27 | 1836f0b40183be27 | 1836f0b40183be27 |
| rf-reg/dupes                 | batch  | IDENTICAL x3 | 437234d1b789556e | 437234d1b789556e | 437234d1b789556e |
| rf-reg/dupes                 | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-reg/dupes                 | batchscale | IDENTICAL x3 | ea388fa6f63e7b44 | ea388fa6f63e7b44 | ea388fa6f63e7b44 |
| rf-reg/dupes                 | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-reg/hashed                | infer  | IDENTICAL x3 | c451d1194f8c47f5 | c451d1194f8c47f5 | c451d1194f8c47f5 |
| rf-reg/hashed                | model  | IDENTICAL x3 | 3ce6c16334ce58a2 | 3ce6c16334ce58a2 | 3ce6c16334ce58a2 |
| rf-reg/hashed                | batch  | IDENTICAL x3 | 2beefbce28d7b6fd | 2beefbce28d7b6fd | 2beefbce28d7b6fd |
| rf-reg/hashed                | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-reg/hashed                | batchscale | IDENTICAL x3 | d733d5626282fdd7 | d733d5626282fdd7 | d733d5626282fdd7 |
| rf-reg/hashed                | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-reg/negative              | infer  | IDENTICAL x3 | b8e07686422213e6 | b8e07686422213e6 | b8e07686422213e6 |
| rf-reg/negative              | model  | IDENTICAL x3 | 9deda76973ef536f | 9deda76973ef536f | 9deda76973ef536f |
| rf-reg/negative              | batch  | IDENTICAL x3 | a1dedfde3094b24b | a1dedfde3094b24b | a1dedfde3094b24b |
| rf-reg/negative              | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-reg/negative              | batchscale | IDENTICAL x3 | 65b84d5b54828064 | 65b84d5b54828064 | 65b84d5b54828064 |
| rf-reg/negative              | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-reg/odd                   | infer  | IDENTICAL x3 | c297fa86d8e8923e | c297fa86d8e8923e | c297fa86d8e8923e |
| rf-reg/odd                   | model  | IDENTICAL x3 | 95f31ab2b2ce0d0e | 95f31ab2b2ce0d0e | 95f31ab2b2ce0d0e |
| rf-reg/odd                   | batch  | IDENTICAL x3 | 263d83348195984e | 263d83348195984e | 263d83348195984e |
| rf-reg/odd                   | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-reg/odd                   | batchscale | IDENTICAL x3 | 26a7e83ee9a69454 | 26a7e83ee9a69454 | 26a7e83ee9a69454 |
| rf-reg/odd                   | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-reg/ties                  | infer  | IDENTICAL x3 | 9e088d6c6c1bf54b | 9e088d6c6c1bf54b | 9e088d6c6c1bf54b |
| rf-reg/ties                  | model  | IDENTICAL x3 | a35ee93f7a000cbd | a35ee93f7a000cbd | a35ee93f7a000cbd |
| rf-reg/ties                  | batch  | IDENTICAL x3 | cdda8ca2f47be0d0 | cdda8ca2f47be0d0 | cdda8ca2f47be0d0 |
| rf-reg/ties                  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-reg/ties                  | batchscale | IDENTICAL x3 | ba91f9ad5352d816 | ba91f9ad5352d816 | ba91f9ad5352d816 |
| rf-reg/ties                  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| rf-reg/wide                  | infer  | IDENTICAL x3 | 1dddbff05a6645de | 1dddbff05a6645de | 1dddbff05a6645de |
| rf-reg/wide                  | model  | IDENTICAL x3 | f252dc1602084e7d | f252dc1602084e7d | f252dc1602084e7d |
| rf-reg/wide                  | batch  | IDENTICAL x3 | ab6df57a882a7235 | ab6df57a882a7235 | ab6df57a882a7235 |
| rf-reg/wide                  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| rf-reg/wide                  | batchscale | IDENTICAL x3 | a0b0ff154c73feec | a0b0ff154c73feec | a0b0ff154c73feec |
| rf-reg/wide                  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ridge/base                   | infer  | IDENTICAL x3 | a5a404bb201b0eeb | a5a404bb201b0eeb | a5a404bb201b0eeb |
| ridge/base                   | model  | IDENTICAL x3 | efada80fdc2d4259 | efada80fdc2d4259 | efada80fdc2d4259 |
| ridge/base                   | batch  | IDENTICAL x3 | 5817cf4d9fb9bd91 | 5817cf4d9fb9bd91 | 5817cf4d9fb9bd91 |
| ridge/base                   | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| ridge/base                   | batchscale | IDENTICAL x3 | 4e77bb52bdb79f46 | 4e77bb52bdb79f46 | 4e77bb52bdb79f46 |
| ridge/base                   | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ridge/denormal               | infer  | IDENTICAL x3 | 4233d399ae41d2e6 | 4233d399ae41d2e6 | 4233d399ae41d2e6 |
| ridge/denormal               | model  | IDENTICAL x3 | 80113efe9b48cc79 | 80113efe9b48cc79 | 80113efe9b48cc79 |
| ridge/denormal               | batch  | IDENTICAL x3 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 |
| ridge/denormal               | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| ridge/denormal               | batchscale | IDENTICAL x3 | 94e7735985c9e270 | 94e7735985c9e270 | 94e7735985c9e270 |
| ridge/denormal               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ridge/denormal_ftz           | infer  | IDENTICAL x3 | 4233d399ae41d2e6 | 4233d399ae41d2e6 | 4233d399ae41d2e6 |
| ridge/denormal_ftz           | model  | IDENTICAL x3 | 80113efe9b48cc79 | 80113efe9b48cc79 | 80113efe9b48cc79 |
| ridge/denormal_ftz           | batch  | IDENTICAL x3 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 |
| ridge/denormal_ftz           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| ridge/denormal_ftz           | batchscale | IDENTICAL x3 | 94e7735985c9e270 | 94e7735985c9e270 | 94e7735985c9e270 |
| ridge/denormal_ftz           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ridge/dupes                  | infer  | IDENTICAL x3 | 3e10053ac0b9fbd4 | 3e10053ac0b9fbd4 | 3e10053ac0b9fbd4 |
| ridge/dupes                  | model  | IDENTICAL x3 | 11e592057872c1e0 | 11e592057872c1e0 | 11e592057872c1e0 |
| ridge/dupes                  | batch  | IDENTICAL x3 | 4a7166ff8bd89cf3 | 4a7166ff8bd89cf3 | 4a7166ff8bd89cf3 |
| ridge/dupes                  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| ridge/dupes                  | batchscale | IDENTICAL x3 | 4027e27e9e2da98a | 4027e27e9e2da98a | 4027e27e9e2da98a |
| ridge/dupes                  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ridge/hashed                 | infer  | IDENTICAL x3 | 1f692bf67099df47 | 1f692bf67099df47 | 1f692bf67099df47 |
| ridge/hashed                 | model  | IDENTICAL x3 | 05a9504a256753f0 | 05a9504a256753f0 | 05a9504a256753f0 |
| ridge/hashed                 | batch  | IDENTICAL x3 | 1b476bdac9aeaa84 | 1b476bdac9aeaa84 | 1b476bdac9aeaa84 |
| ridge/hashed                 | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| ridge/hashed                 | batchscale | IDENTICAL x3 | 11dfdf2454069e5a | 11dfdf2454069e5a | 11dfdf2454069e5a |
| ridge/hashed                 | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ridge/negative               | infer  | IDENTICAL x3 | 174ab0d4049ee591 | 174ab0d4049ee591 | 174ab0d4049ee591 |
| ridge/negative               | model  | IDENTICAL x3 | ad885ca7374525bd | ad885ca7374525bd | ad885ca7374525bd |
| ridge/negative               | batch  | IDENTICAL x3 | 670e062d2ee831b0 | 670e062d2ee831b0 | 670e062d2ee831b0 |
| ridge/negative               | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| ridge/negative               | batchscale | IDENTICAL x3 | 8425c283f4debc0e | 8425c283f4debc0e | 8425c283f4debc0e |
| ridge/negative               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ridge/odd                    | infer  | IDENTICAL x3 | 83420de0d62b5c95 | 83420de0d62b5c95 | 83420de0d62b5c95 |
| ridge/odd                    | model  | IDENTICAL x3 | 3f77c9c16c29bd84 | 3f77c9c16c29bd84 | 3f77c9c16c29bd84 |
| ridge/odd                    | batch  | IDENTICAL x3 | 34d5126ca77a014e | 34d5126ca77a014e | 34d5126ca77a014e |
| ridge/odd                    | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| ridge/odd                    | batchscale | IDENTICAL x3 | 016aaf81a3af1eb4 | 016aaf81a3af1eb4 | 016aaf81a3af1eb4 |
| ridge/odd                    | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ridge/ties                   | infer  | IDENTICAL x3 | d23a652e5f82906f | d23a652e5f82906f | d23a652e5f82906f |
| ridge/ties                   | model  | IDENTICAL x3 | 824a2e3b44b31af4 | 824a2e3b44b31af4 | 824a2e3b44b31af4 |
| ridge/ties                   | batch  | IDENTICAL x3 | 6928f85b10dd8f49 | 6928f85b10dd8f49 | 6928f85b10dd8f49 |
| ridge/ties                   | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| ridge/ties                   | batchscale | IDENTICAL x3 | 7c7c5a719def0fa2 | 7c7c5a719def0fa2 | 7c7c5a719def0fa2 |
| ridge/ties                   | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ridge/wide                   | infer  | IDENTICAL x3 | cc8d5d1192f32b52 | cc8d5d1192f32b52 | cc8d5d1192f32b52 |
| ridge/wide                   | model  | IDENTICAL x3 | 2869ff3b7b3a7558 | 2869ff3b7b3a7558 | 2869ff3b7b3a7558 |
| ridge/wide                   | batch  | IDENTICAL x3 | 5f47b5b61a45d567 | 5f47b5b61a45d567 | 5f47b5b61a45d567 |
| ridge/wide                   | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| ridge/wide                   | batchscale | IDENTICAL x3 | 25704333088d0626 | 25704333088d0626 | 25704333088d0626 |
| ridge/wide                   | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| samba-untied-dropout-accum/base | infer  | IDENTICAL x3 | 43f7860a7ff7a633 | 43f7860a7ff7a633 | 43f7860a7ff7a633 |
| samba-untied-dropout-accum/base | model  | IDENTICAL x3 | 4c6bb23f04af6858 | 4c6bb23f04af6858 | 4c6bb23f04af6858 |
| samba-untied-dropout-accum/base | batch  | IDENTICAL x3 | 94c79045f8d92d80 | 94c79045f8d92d80 | 94c79045f8d92d80 |
| samba-untied-dropout-accum/base | batchgrad | IDENTICAL x3 | 9ae573a84ecf90f8 | 9ae573a84ecf90f8 | 9ae573a84ecf90f8 |
| samba-untied-dropout-accum/base | batchscale | IDENTICAL x3 | 9b780937c00cda02 | 9b780937c00cda02 | 9b780937c00cda02 |
| samba-untied-dropout-accum/base | ragged | IDENTICAL x3 | 5266053152ec7003 | 5266053152ec7003 | 5266053152ec7003 |
| samba-untied-dropout-accum/denormal | infer  | IDENTICAL x3 | 24c7e0e923e369e0 | 24c7e0e923e369e0 | 24c7e0e923e369e0 |
| samba-untied-dropout-accum/denormal | model  | IDENTICAL x3 | 10a8d940bbce9051 | 10a8d940bbce9051 | 10a8d940bbce9051 |
| samba-untied-dropout-accum/denormal | batch  | IDENTICAL x3 | 52f4c864f4e177ed | 52f4c864f4e177ed | 52f4c864f4e177ed |
| samba-untied-dropout-accum/denormal | batchgrad | IDENTICAL x3 | dd94d6ce0f01b073 | dd94d6ce0f01b073 | dd94d6ce0f01b073 |
| samba-untied-dropout-accum/denormal | batchscale | IDENTICAL x3 | e09efb4fd5971a12 | e09efb4fd5971a12 | e09efb4fd5971a12 |
| samba-untied-dropout-accum/denormal | ragged | IDENTICAL x3 | 1c4331af10529d7f | 1c4331af10529d7f | 1c4331af10529d7f |
| samba-untied-dropout-accum/denormal_ftz | infer  | IDENTICAL x3 | d815951934e104a6 | d815951934e104a6 | d815951934e104a6 |
| samba-untied-dropout-accum/denormal_ftz | model  | IDENTICAL x3 | 35a817ce8929a5d6 | 35a817ce8929a5d6 | 35a817ce8929a5d6 |
| samba-untied-dropout-accum/denormal_ftz | batch  | IDENTICAL x3 | eb52194ccef805e4 | eb52194ccef805e4 | eb52194ccef805e4 |
| samba-untied-dropout-accum/denormal_ftz | batchgrad | IDENTICAL x3 | 49f70c4b208aded0 | 49f70c4b208aded0 | 49f70c4b208aded0 |
| samba-untied-dropout-accum/denormal_ftz | batchscale | IDENTICAL x3 | dc5f0c82e7ee9978 | dc5f0c82e7ee9978 | dc5f0c82e7ee9978 |
| samba-untied-dropout-accum/denormal_ftz | ragged | IDENTICAL x3 | 4aab3884613c0b41 | 4aab3884613c0b41 | 4aab3884613c0b41 |
| samba-untied-dropout-accum/dupes | infer  | IDENTICAL x3 | 3ca26c5ae1819ebc | 3ca26c5ae1819ebc | 3ca26c5ae1819ebc |
| samba-untied-dropout-accum/dupes | model  | IDENTICAL x3 | 4bea33bdf66a23bc | 4bea33bdf66a23bc | 4bea33bdf66a23bc |
| samba-untied-dropout-accum/dupes | batch  | IDENTICAL x3 | 95236c32031b7ace | 95236c32031b7ace | 95236c32031b7ace |
| samba-untied-dropout-accum/dupes | batchgrad | IDENTICAL x3 | 110dcd9ce98a7c10 | 110dcd9ce98a7c10 | 110dcd9ce98a7c10 |
| samba-untied-dropout-accum/dupes | batchscale | IDENTICAL x3 | d331883a71ba5ba7 | d331883a71ba5ba7 | d331883a71ba5ba7 |
| samba-untied-dropout-accum/dupes | ragged | IDENTICAL x3 | 63801d92a23251a1 | 63801d92a23251a1 | 63801d92a23251a1 |
| samba-untied-dropout-accum/hashed | infer  | IDENTICAL x3 | 87796cb8024bd934 | 87796cb8024bd934 | 87796cb8024bd934 |
| samba-untied-dropout-accum/hashed | model  | IDENTICAL x3 | 148bfe51d04c1d98 | 148bfe51d04c1d98 | 148bfe51d04c1d98 |
| samba-untied-dropout-accum/hashed | batch  | IDENTICAL x3 | 9e101ad04c649179 | 9e101ad04c649179 | 9e101ad04c649179 |
| samba-untied-dropout-accum/hashed | batchgrad | IDENTICAL x3 | 99a88af5db3ba4c4 | 99a88af5db3ba4c4 | 99a88af5db3ba4c4 |
| samba-untied-dropout-accum/hashed | batchscale | IDENTICAL x3 | a9d10a15a11cfd5a | a9d10a15a11cfd5a | a9d10a15a11cfd5a |
| samba-untied-dropout-accum/hashed | ragged | IDENTICAL x3 | 8f1fa87643603034 | 8f1fa87643603034 | 8f1fa87643603034 |
| samba-untied-dropout-accum/negative | infer  | IDENTICAL x3 | 55ec2d1c5eccef2d | 55ec2d1c5eccef2d | 55ec2d1c5eccef2d |
| samba-untied-dropout-accum/negative | model  | IDENTICAL x3 | ecaf3ac775bac83b | ecaf3ac775bac83b | ecaf3ac775bac83b |
| samba-untied-dropout-accum/negative | batch  | IDENTICAL x3 | dcc15ae7885b0699 | dcc15ae7885b0699 | dcc15ae7885b0699 |
| samba-untied-dropout-accum/negative | batchgrad | IDENTICAL x3 | 2a46376740cf4f17 | 2a46376740cf4f17 | 2a46376740cf4f17 |
| samba-untied-dropout-accum/negative | batchscale | IDENTICAL x3 | c4f69db31e4918fc | c4f69db31e4918fc | c4f69db31e4918fc |
| samba-untied-dropout-accum/negative | ragged | IDENTICAL x3 | 00673227cddf155d | 00673227cddf155d | 00673227cddf155d |
| samba-untied-dropout-accum/odd | infer  | IDENTICAL x3 | 43f7860a7ff7a633 | 43f7860a7ff7a633 | 43f7860a7ff7a633 |
| samba-untied-dropout-accum/odd | model  | IDENTICAL x3 | 4c6bb23f04af6858 | 4c6bb23f04af6858 | 4c6bb23f04af6858 |
| samba-untied-dropout-accum/odd | batch  | IDENTICAL x3 | 94c79045f8d92d80 | 94c79045f8d92d80 | 94c79045f8d92d80 |
| samba-untied-dropout-accum/odd | batchgrad | IDENTICAL x3 | 9ae573a84ecf90f8 | 9ae573a84ecf90f8 | 9ae573a84ecf90f8 |
| samba-untied-dropout-accum/odd | batchscale | IDENTICAL x3 | dde1e26eb972c8d8 | dde1e26eb972c8d8 | dde1e26eb972c8d8 |
| samba-untied-dropout-accum/odd | ragged | IDENTICAL x3 | 5266053152ec7003 | 5266053152ec7003 | 5266053152ec7003 |
| samba-untied-dropout-accum/ties | infer  | IDENTICAL x3 | bb32b8aebf4dc90e | bb32b8aebf4dc90e | bb32b8aebf4dc90e |
| samba-untied-dropout-accum/ties | model  | IDENTICAL x3 | 9818c749c2dfc7ea | 9818c749c2dfc7ea | 9818c749c2dfc7ea |
| samba-untied-dropout-accum/ties | batch  | IDENTICAL x3 | 4130d70c2c138b0e | 4130d70c2c138b0e | 4130d70c2c138b0e |
| samba-untied-dropout-accum/ties | batchgrad | IDENTICAL x3 | 80ecfdf5e1fd7965 | 80ecfdf5e1fd7965 | 80ecfdf5e1fd7965 |
| samba-untied-dropout-accum/ties | batchscale | IDENTICAL x3 | cb351616dbbc93b2 | cb351616dbbc93b2 | cb351616dbbc93b2 |
| samba-untied-dropout-accum/ties | ragged | IDENTICAL x3 | ff6d591eb1482891 | ff6d591eb1482891 | ff6d591eb1482891 |
| samba-untied-dropout-accum/wide | infer  | IDENTICAL x3 | 21601e087bd7d274 | 21601e087bd7d274 | 21601e087bd7d274 |
| samba-untied-dropout-accum/wide | model  | IDENTICAL x3 | 98b807c41ebff82a | 98b807c41ebff82a | 98b807c41ebff82a |
| samba-untied-dropout-accum/wide | batch  | IDENTICAL x3 | fb9e91204daaf37e | fb9e91204daaf37e | fb9e91204daaf37e |
| samba-untied-dropout-accum/wide | batchgrad | IDENTICAL x3 | 3271e56a56b048ee | 3271e56a56b048ee | 3271e56a56b048ee |
| samba-untied-dropout-accum/wide | batchscale | IDENTICAL x3 | 286affb39e9299ae | 286affb39e9299ae | 286affb39e9299ae |
| samba-untied-dropout-accum/wide | ragged | IDENTICAL x3 | d88b904b4d7a835b | d88b904b4d7a835b | d88b904b4d7a835b |
| samba/base                   | infer  | IDENTICAL x3 | 77db10c414ebd846 | 77db10c414ebd846 | 77db10c414ebd846 |
| samba/base                   | model  | IDENTICAL x3 | 674582804fcf1a50 | 674582804fcf1a50 | 674582804fcf1a50 |
| samba/base                   | batch  | IDENTICAL x3 | aacbe0585755bc0f | aacbe0585755bc0f | aacbe0585755bc0f |
| samba/base                   | batchgrad | IDENTICAL x3 | 6eafd29a27e3b376 | 6eafd29a27e3b376 | 6eafd29a27e3b376 |
| samba/base                   | batchscale | IDENTICAL x3 | 0872a6f17bb82169 | 0872a6f17bb82169 | 0872a6f17bb82169 |
| samba/base                   | ragged | IDENTICAL x3 | eb391546ac70ae0c | eb391546ac70ae0c | eb391546ac70ae0c |
| samba/denormal               | infer  | IDENTICAL x3 | ca618a38cf786fa4 | ca618a38cf786fa4 | ca618a38cf786fa4 |
| samba/denormal               | model  | IDENTICAL x3 | f7f05521e7cdfec7 | f7f05521e7cdfec7 | f7f05521e7cdfec7 |
| samba/denormal               | batch  | IDENTICAL x3 | f5880effe032ad0f | f5880effe032ad0f | f5880effe032ad0f |
| samba/denormal               | batchgrad | IDENTICAL x3 | 66825be665b22b30 | 66825be665b22b30 | 66825be665b22b30 |
